,train_loss,train_accuracy,test_loss,test_accuracy
0,1.1039106100797653,0.26953125,1.1022426684697468,0.2604166666666667
1,1.098844289779663,0.26171875,1.0866957902908325,0.5416666666666666
2,1.1099002212285995,0.23828125,1.0919020573298137,0.2604166666666667
3,1.094962626695633,0.42578125,1.1014403502146404,0.2604166666666667
4,1.1006355583667755,0.3046875,1.1112281878789265,0.2604166666666667
5,1.0923180133104324,0.42578125,1.1237974564234416,0.2604166666666667
6,1.0887987911701202,0.42578125,1.1320865154266357,0.2604166666666667
7,1.0825961381196976,0.42578125,1.1406474709510803,0.2604166666666667
8,1.1078410744667053,0.3046875,1.1440723538398743,0.2604166666666667
9,1.1126507222652435,0.3046875,1.1283621390660603,0.2604166666666667
